"Compound Name","Formula","Mass","RT","CAS ID",n_mix3,n_mix4,n_mix5,n_mix6,n_mix7,n_mix8,n_mix9,n_set1_blue_546_R2,n_set1_blue_617_R4,n_set1_blue_618_R1,n_set1_blue_648_R3,n_set1_blue_669_L1,n_set1_blue_713_R2,n_set1_blue_773_R8,n_set1_gray_551_L2,n_set1_gray_573_R2,n_set1_gray_608_R3,n_set1_gray_796_L1,n_set1_gray_796_R5,n_set1_gray_843_L4,n_set1_gray_843_L5,n_set1_green_574_R1,n_set1_green_592_L3,n_set1_green_593_R1,n_set1_green_614_R4,n_set1_green_675_L6,n_set1_green_675_L9,n_set1_green_773_L2,n_set1_pink_670_L3,n_set1_pink_672_L1,n_set1_pink_686_R1,n_set1_pink_751_L1,n_set1_pink_754_L1,n_set1_pink_847_R2,n_set1_pink_847_R3,n_set1_purple_552_R5,n_set1_purple_552_R6,n_set1_purple_605_L3,n_set1_purple_608_L1,n_set1_purple_611_L4,n_set1_purple_621_L1,n_set1_purple_843_L7,n_set1_yellow_599_L3,n_set1_yellow_666_R2,n_set1_yellow_670_R3,n_set1_yellow_672_R5,n_set1_yellow_751_L3,n_set1_yellow_751_R4,n_set1_yellow_847_R6,n_set2_blue_561_L3,n_set2_blue_592_R4,n_set2_blue_617_L3,n_set2_blue_617_L4,n_set2_blue_669_L2,n_set2_blue_669_L4,n_set2_blue_675_R2,n_set2_blue_772_R1,n_set2_gray_551_R3,n_set2_gray_610_L2,n_set2_gray_611_L5,n_set2_gray_621_R1,n_set2_gray_621_R2,n_set2_gray_796_L2,n_set2_gray_796_R1,n_set2_gray_796_R4,n_set2_green_593_R3,n_set2_green_643_L1,n_set2_green_661_R2,n_set2_green_675_L1,n_set2_green_675_L3,n_set2_green_675_L7,n_set2_green_772_L2,n_set2_green_773_R7,n_set2_pink_670_L2,n_set2_pink_670_L5,n_set2_pink_670_L6,n_set2_pink_730_L3,n_set2_pink_730_R1,n_set2_pink_754_L3,n_set2_pink_847_L1,n_set2_purple_552_L1,n_set2_purple_552_R2,n_set2_purple_552_R4,n_set2_purple_573_R4,n_set2_purple_608_L4,n_set2_purple_610_R2,n_set2_purple_632_R1,n_set2_purple_843_L2,n_set2_yellow_599_R2,n_set2_yellow_670_R4,n_set2_yellow_672_R1,n_set2_yellow_672_R6,n_set2_yellow_686_R2,n_set2_yellow_752_L1,n_set2_yellow_753_R3,n_set2_yellow_847_L4,n_solv2,n_solv3,n_solv4
CDP,C9 H15 N3 O11 P2,403.0169,8.27,63-38-7,4986.71130648037,5925.48419257357,6008.7471973343,15405.420130722,13705.7342139053,9961.52654356383,8573.69574316405,8395.39745117954,7221.85662197493,19938.6513264312,11601.5045816574,3295.24546429443,5462.89626674651,9646.9072700043,16302.1937599792,11343.7629398499,16256.4891621093,5888.1801371484,7855.71802053834,20332.6629519868,23630.5653572693,20383.4812151566,7030.69893017578,12402.2885544281,11442.0945677033,8502.34664945985,11213.7272718888,7631.76464865874,10038.0571649704,15785.8534183197,14632.6121858825,5584.65005532838,2855.47295916748,10182.2648963241,12412.245978569,10265.8506996918,31651.5642246856,12013.3159248047,11511.0843245316,22260.9001697388,20087.8335819931,16119.5358545227,5242.93223798367,8161.46898963929,14278.6933411102,11038.9154151383,3992.29662740325,8800.93826036837,5634.30670131685,4981.47258049013,6870.15451538849,3319.99137350464,4536.70976985169,601.767538795465,16756.600546257,11760.2999676056,14228.9089673614,10943.9393085404,12076.5818017654,12193.2428651504,17971.0465515594,16700.833851181,21287.7509752655,12936.941309433,15517.2064511414,10126.8823870316,16338.5525576629,2205.38030139922,5032.39713908387,17501.1942460784,15032.7896608801,7261.56510989381,13154.3552143402,14052.0375759277,9623.96697200777,4307.09614524078,4681.94684934996,10726.4732353211,7713.82132185364,7200.34563349152,20748.6684770736,18269.7025883484,15497.983051239,10095.1737241135,13831.5205363007,8310.24518759153,,23299.7057665481,13792.5994486542,11089.2216177139,17104.0466879575,13899.7370521622,7272.96786094667,9727.76857178499,7975.71214685823,15345.0502493057,,,
UDP,C9 H14 N2 O12 P2,404.0042,7.94,58-98-0,26978.1432704534,24076.4543972079,22975.0822913833,26303.0047693582,28450.343869047,13409.6203278296,12317.1890833163,21359.0945287981,12007.6353923273,43016.6054942637,19558.1194280743,3296.89550198265,9254.126324224,12347.7882271919,33760.6704535999,22173.5919993582,28511.3312320295,7471.05136106586,11875.5390723017,31852.4773456974,38497.8005029426,30895.946417892,11904.2328295167,15556.2217218177,21576.7339467812,15123.8983375995,18888.1612218128,11857.4467805519,20151.0593787131,25988.413091079,27470.6815257383,6333.67845242976,6240.92182315635,17014.1537166429,20757.48069175,17784.4913734035,47744.5726822786,16755.7885089397,17771.3658306308,41402.4010109148,38199.8136531653,28143.8338802728,23171.2242456198,16092.4095383311,32342.076219873,17622.6965876055,3751.98386357925,15046.9401944084,6563.95638620163,18031.312344677,11835.0251967375,7510.82645656921,5322.35547809696,5527.39803609227,33085.5922360062,20288.9171556967,23427.1975594551,17928.3880459261,19582.3819812775,18940.3702399398,33615.9915750356,31583.1244053888,35425.5492806186,30328.4456241651,30369.6930409539,14541.585595604,24019.2955015285,3648.12597590207,3171.36067909239,38009.8196539893,30790.0821770487,14833.4914540486,17425.8481324902,24775.7292495203,12976.5643401857,8741.28141315174,9379.371100353,16918.1880426311,16107.7453593912,12126.5094845884,26481.2698449676,26854.0117062073,18135.145401093,13109.3762992945,26475.5722467074,18404.1212107539,2510.08907416916,40676.1442597618,24730.1003640444,22111.4254015804,26616.7853947873,20186.1332071607,18942.0393675923,11405.5924592652,10677.2406559806,25028.0636022275,,,
ADP,C10 H15 N5 O10 P2,427.0298,7.84,58-64-0,66021.2526817781,58901.051456436,57273.077710144,57554.8508847199,52486.2324495926,47521.0276792755,43535.6749272156,47667.6985983963,38211.2883564911,71846.1931561737,49598.4428309631,37698.0735925827,39656.7379484711,42206.6880320206,74019.7450993347,47419.731602005,77465.9029082336,35891.6954496002,50767.7448786087,56144.1158258667,67516.8568568573,59098.873165062,38550.9450517272,60686.2903700257,75306.8722702256,33346.4613299865,41990.716528328,41655.2331042175,43339.4740097656,47508.3438690185,54478.713413498,32685.2287277603,36103.1268401794,48908.6978039856,45110.0854325561,40358.9787868805,106672.729784134,45515.6584344025,45478.0477484665,68102.4747637787,77759.9967188264,54273.3902550964,53950.1727225801,34867.9386889038,57658.2124042816,41184.0647161712,30458.3402238998,40335.6508511811,34626.7174620819,36162.7967212449,34401.4411317596,25003.2493074188,31559.2963385773,12355.6064690399,61294.0805847626,57071.1670760804,47042.9994544448,45633.1081780701,69524.6589373931,53631.6703904267,105874.82630835,76409.6243265762,67052.8779895554,50553.824075058,58439.0691922149,53422.0618665466,65494.4352783509,35995.4453975677,46616.4799876403,57563.4028933716,53525.883743103,41595.4900284043,67509.8402085266,53888.3070288696,45077.3742426605,45914.6370651856,26749.4092535324,57117.1242525253,54696.0137924652,51091.9021764527,61381.3785529786,68605.1102603454,57350.5333987808,51919.1777743683,57583.0286593857,39119.8754817962,,61968.5564152985,57929.8413803406,54406.8850532532,47366.3509272766,50867.5418824463,38635.2059497681,49294.307224762,50000.8483317261,52267.6482858123,,,
dGDP,C10 H15 N5 O10 P2,427.0298,8.33,102783-74-4,19435.5636365928,17422.4069766486,15679.3564839306,18079.3649487776,17767.3655159125,13119.7649658432,11804.9937607865,6512.93662459565,15164.6061942539,17622.1044328003,13898.209933819,11041.4413176727,11243.2002510147,14757.8882691345,15419.5608025818,19599.3505264483,15442.1247151947,14566.5930278287,11515.295314193,20424.8079056883,24392.0381039672,18875.2533281254,12296.4221555624,10903.6409215241,9431.50416560365,9201.82005457309,15869.8027515185,14658.4332026837,14769.7556603718,18546.2587522073,12664.6933426132,12697.9429800034,7999.64574415588,9344.31103478241,17812.8271137189,12420.4429536262,27509.5900108898,14439.1706703034,14543.7221929855,23920.5389201851,26302.599889698,16662.2429484939,14140.6071014862,14744.1254342213,17072.7069604492,12186.5461999664,12016.066009799,17380.3094282284,10860.1302961578,6331.75580329135,11032.8436753957,8600.87145373629,8770.96475717165,2615.45412484743,6158.87763172914,11178.9275906219,20450.6619989919,12425.2495733337,16377.7061566944,11688.9867423616,12959.9845583649,18199.1175631866,18561.7566208263,15640.5086723683,16326.5475826249,13122.3944489212,15774.596809906,8427.46493670848,12912.6578919964,17351.0015463409,15961.7606517062,12847.9356377564,14251.8465577316,19943.5910103416,15648.0112907796,10138.5232396622,4599.56465232085,8667.64650205228,14937.2372536468,13509.0061832742,23074.3762520809,20194.8907975681,18300.6295746625,12745.8665118866,17076.6422269747,6390.1903449173,,25507.3143955044,18992.3926213121,15698.1530650176,20408.4131398011,13267.1573667564,4842.53443658445,14870.2152371736,13192.151485939,16001.4224485574,,,
GDP,C10 H15 N5 O11 P2,443.0249,9.02,146-91-8,1322.86044029998,1391.26877044678,1557.5932985153,3650.79085601805,4260.98010340117,334.835977096554,,351.9807717514,3251.23306541442,1982.99324632266,,,,116.915460586547,1521.10150098417,2982.75443478395,599.94232200622,,112.680037879955,5612.47561814119,9886.09545857236,3983.0472693939,1966.41759525297,,,,1233.35206726837,2229.554076355,3997.84389701844,1801.85399183654,851.736974029545,,,,1883.60651714326,1282.78996907043,9549.32352236938,,319.114295021062,5542.17432730866,1927.43457543946,490.446060195933,856.097929946899,1343.36651805878,1527.73547195435,105.861055526744,,2179.59846355439,102.511888198852,1703.77685003661,840.511562713612,1005.99492413329,99.5014499282827,,354.002746223444,,4663.12007203672,212.080448303221,,160.695900878922,,361.435008041393,5052.88496800993,961.368216613784,4134.76075489807,462.799770118717,247.05704551698,103.55424999237,,1278.39739460755,3825.18479354093,1186.59379614258,373.318371849072,1528.41039657595,1581.20665236666,,,,2757.15525686648,,4727.32750115199,3126.06244640351,330.547630790715,265.918950004575,4959.70552899168,,,6764.45467440796,6855.48404474642,3624.43647422027,3026.02049201966,,,106.970850372313,,1625.07343017576,,,
Adenylosuccinic Acid,C14 H18 N5 O11 P,463.0742,8.26,19046-78-7,5673.10485134124,5286.25851136781,5746.66205347444,7926.18873616791,7718.15839089967,4018.85742449952,4186.72936529541,3124.60790518951,6301.94243053435,15547.1517485962,106.51238456726,,402.672139587412,890.81371032714,5479.49667650603,8577.45053053285,6284.84676738739,2919.32194801332,959.53550571442,8200.63780532837,12597.5793128357,3714.09837387849,10412.1650466996,4365.70711498261,4526.07054998017,242.468546295164,5050.87853545381,6611.28112789152,3311.66438936615,2393.62854592895,1376.87859183503,898.939153976446,349.338911323556,1638.23067491149,8652.46565681456,6340.90703409576,19990.8481506271,3252.1615807571,3792.30971437836,5828.61300932311,2093.4179493637,4647.99898423005,1427.42057823945,4087.57068372348,5589.14074971006,,751.391921684265,3097.37510240937,1646.47971155548,12005.5275243302,9948.32156957243,21670.2261365357,7079.57440796659,,,1908.16244583894,,3625.82483509828,5025.4996454697,3985.92627423098,447.831469268794,381.603307609566,6630.64543676759,5120.09820648192,5536.84799549865,2766.01295108796,7141.37180004119,3118.58953743745,10186.1987005463,4970.61543754579,7632.16089818572,473.571340103145,370.189487342831,3349.17854939268,1396.76019038393,264.345815773008,9266.94569745631,1207.2863698349,4596.3505532074,9475.3618899307,5815.87715438079,6617.77273917392,4085.98665206145,2000.52506395721,6251.23495850372,3660.23259403228,,8358.09934851836,3207.50348770904,3082.12475131987,3053.31994484711,859.10035511016,,2478.50651737977,6143.71754941559,8554.14970385743,,,
Cholesterol Sulfate,C27 H46 O4 S,466.3119,0.62,1256-86-6,4510.03746772766,4391.37524952698,4726.99943073273,6048.83481758881,6057.81276616668,3685.46390380097,3609.92835984802,2768.7824173584,7809.98297471619,4612.7539739685,3907.17827887726,3888.23773019409,3635.77520632935,2988.09168745423,8179.96842987061,8328.92448175049,2123.5697164154,2337.9607089386,2241.42836616516,4776.56275239563,4315.56248378754,5475.36744953156,6619.03021308899,3660.55765317535,3706.14328433228,2968.31108039856,2925.32556851959,4895.69482887268,5119.30736624145,5017.45279858398,3835.3388180542,3660.36420562744,3785.42559565735,2204.91462320709,3897.04317985535,5571.46496219635,4600.84164006805,3507.07230353546,3356.31629417419,4449.79665293121,3221.40883293152,3606.30936682892,4753.73153076172,7723.1677297287,5165.23752105713,3839.16911865234,3288.35725975036,4920.99758049011,2455.96054872895,3646.05373291016,6318.77709408569,7206.59443843842,3576.51449201965,4488.31207362366,2778.76967830658,3324.34812355041,6201.94554374695,6772.11062263489,4853.01688064575,2339.07286650086,2983.59563010406,7160.3211018219,5438.41839229584,6874.05521154785,5148.24838187408,9330.59627857971,3050.81662112427,3472.60901435852,3415.5268712616,6448.15332029724,5321.77251608276,4800.20274835205,3127.14965907288,7058.79302154541,4276.16811531067,3481.89408695984,3784.95154954529,4534.19038917541,5351.2269557724,3987.61831794739,6188.46968254089,6458.57315190887,3417.14676027679,5428.73091621399,4492.92259109497,2890.93304828644,10310.9411504135,4632.36362129211,5883.89991077423,5007.62888244629,6169.11410341644,3594.20534846496,3090.51378631592,3784.77668720245,3783.84762878418,4565.79578003693,,,
UTP,C9 H15 N2 O15 P3,483.9686,8.44,63-39-8,,,,3457.1427711792,3319.39484387206,5036.46184091189,5139.77740528107,,,1808.53374955749,8667.72320502469,1595.11757829286,3005.27105258944,4182.49581580352,2917.56183619691,590.427186584456,12179.8367866669,5830.95049530411,3969.82489003754,12982.4981001092,8208.07509228369,4904.44359295653,,3562.93696946718,3041.37301763919,2426.24313027193,4508.59520617673,,101.531455802917,7482.49022662168,1526.5780838318,3992.27937209321,214.800286025999,261.5512877655,2292.06275668336,1547.58127822352,5192.67387249855,9288.39743401333,5781.98950720214,10073.5650485076,30375.5314676126,5776.79689050293,,122.925284271252,226.442101821897,4924.23847628786,3860.02954561616,3517.60059882352,2315.86005078125,,,110.539761543273,239.931801872251,,,2686.36020065308,7877.3938689108,2326.52299346923,4097.35366480255,6195.70652085117,15735.8159324189,12666.8144623489,5679.52638585664,1925.77187387086,120.777689971923,1661.68759944918,8572.80937634709,,250.409097518918,2836.07311386108,853.750074974072,,8637.16770398592,1905.22519171146,2770.31688457488,1032.68682600403,,1296.11733551025,,,4066.71188641717,4978.74741732761,7417.33139030221,3844.40792784116,2273.82770504001,183.648751449583,,9158.61292092987,479.347505187997,473.181939468379,9564.65666633874,9472.69980648947,,4318.92839449047,3445.56916943359,1393.83021718599,,,
CDP-Choline,C14 H26 N4 O11 P2,488.1077,7.88,987-78-0,106.296724815368,225.700285110471,162.309147262572,803.549282333374,935.797382507318,114.751932258605,127.890461196898,116.449912147521,2108.07898540497,1665.84111817932,,649.247251319887,,,,964.057513198843,109.458729934691,,,,,106.557339935307,1191.17427955628,,,,116.699967842101,213.308552742002,,,,,,,823.10557413482,651.371149444584,1648.90801931762,112.512195396422,237.690440483091,846.499332046524,117.930714035039,,,,,,,,,611.908996879574,851.738105125425,1911.79836834717,630.911271896365,287.780132354729,622.000771789545,,1997.32121170045,237.611051216123,313.044093971249,,,105.976184387206,103.947347564696,,,,,236.256309585569,,,108.085063323974,1617.38647111512,,,,,,,548.156265907282,212.787259727478,121.887970657347,923.333377494816,,132.783172073363,558.610666351313,,,245.091003494266,251.80298721314,,,,,,,114.982858009337,,,
ATP,C10 H16 N5 O13 P3,506.9959,8.36,56-65-5,713.957552772538,895.705544477924,888.546788504586,50529.6184721643,47826.2294342433,47446.4769714128,44942.3911220556,977.933488922137,16976.0925375485,59414.5068005219,68824.0006596185,27029.5641647077,39029.0707309966,45808.2556613389,49674.3619612273,44336.3654913974,83850.1773883821,41653.9255197668,35856.2861684805,92810.7668692398,100845.726106561,58314.90057267,10957.5395226898,39190.9810505448,40115.0426402129,23891.0669616523,40305.6992403779,19005.5719692626,21893.1210919914,59480.5252004195,33051.4415372542,57227.3255455527,20593.3242992019,22049.0703863526,36598.2395400276,41776.7359525496,100508.707793798,55880.7038852141,58125.6157175751,108104.160170616,148329.401727625,60875.1318877412,963.213999847399,25728.7741039179,36194.9068063509,39408.6833367657,44889.8578876041,56027.1226658278,35722.2214367342,1968.92299433137,8921.18313573934,6723.53437860108,14641.2560020681,786.469259223941,17356.9999021301,31355.0109115905,62006.0623224721,30456.8983599303,40771.4976220235,44586.1346139678,79705.3489453814,81706.8727703932,54020.1599346594,31931.2303111067,14103.6788219013,28020.0492052373,61962.2746545363,8045.3514151697,19692.1562509561,43916.1499858857,22217.6251728916,9376.58837495421,64126.0613933855,50088.8265223435,49473.3286243157,27303.1817605439,6347.68325134278,18717.9904233246,17679.5950649643,7448.39269092134,64077.1442413547,55568.6712906399,64995.2312896697,46969.7872820739,35338.9422314114,11066.9305988388,,74381.1663694459,34063.1825973395,30687.2262812324,73661.1434890068,54797.7619572192,4748.41136836245,54395.3588719722,39295.75105133,25665.2385256438,,,
GTP,C10 H16 N5 O14 P3,522.9908,9.11,86-01-1,1193.24330868532,485.757091560372,216.177766075135,4772.94633148196,5208.29924723816,436.643906135555,534.210119323725,142.612273864745,226.401699951178,2613.66869105531,,,106.464999999999,309.832581916803,1741.14837895967,1717.65822448731,725.564260330245,139.615492248534,,7276.08030560303,12939.7035857315,4783.67390489963,225.356348457334,,,,1435.37932984924,1135.00863103486,4120.31188446809,4663.56281854248,910.536492652908,456.826300544734,,,2017.65707331851,3562.76103079988,11472.8735629654,769.581099662773,901.087826232901,10412.2126378174,6869.65845984649,234.980979995725,1208.2033760071,1365.93919895172,1364.79259414676,105.50062309265,718.126583709725,5804.12846823123,,,115.298213615416,,,,,,10372.4936352616,,220.379989624021,,554.56065227508,1433.67710155488,5031.49039923859,386.98723112487,1553.24809465028,,120.241535339354,,,749.913548187242,850.579520576468,453.013528137203,,586.254968643183,1777.32263178254,,,,506.443764953608,,5120.55673628997,2649.5967383957,1133.03886785124,120.526283035277,1833.88146107481,,,8078.31443164062,7044.7381702423,2975.28173382567,4893.66084900664,242.122180442808,,,,454.551196060191,,,
Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0611,7.66,119340-53-3,9995.16028759765,8239.96773581694,8320.16252513882,12211.8631364441,12125.9173077087,9384.41884696962,9055.76981212617,6423.31990404512,11145.2038043671,17327.9661955414,12432.5833810196,2550.88549785614,8208.33245605468,8239.12357689665,13278.6698238068,13552.7270393066,13118.6546816711,9662.65626472473,9043.31588316346,13987.9605489807,17239.22701577,7308.49582745361,8109.50939241028,8265.23119023131,11777.392929657,5553.12678189088,8891.52400244905,7800.13645125581,7591.15610559847,12860.5873523712,13530.594034996,6892.8678877182,5996.02642339325,9462.04980512238,13846.7701393051,11895.6933810425,25179.3663773116,9426.29277432251,10606.9076539612,19321.9805854034,18632.5574428635,11736.3779591827,10306.1103931198,16439.510712143,11017.1570982208,8756.60346452331,7721.13502041627,9172.32130347442,11673.8671154633,7932.54636862183,6358.30548100279,7219.14229229736,8026.00111846925,,1382.76723361968,6016.55781729125,6324.81741616058,8439.84690606691,14074.740268547,10223.3903668518,9925.87200148773,9816.90853816987,12823.2110013733,14134.2081190948,10172.6737515259,7490.69452954865,10665.5030380096,8516.33768101499,3875.41448055268,16177.9757345428,9596.2227852707,3151.98898358917,11258.7111911011,10544.0396862488,7836.72460867311,4981.11010577394,5960.79024199677,6979.90411874389,5537.88075704954,9883.62156579589,13402.903295105,13499.8288900528,10541.3424830627,11419.5564856415,11064.747779213,8241.09056715395,,15805.5650708847,13728.9540762634,8054.61706283571,12010.3603831329,10351.1738206253,8178.02658386231,7786.66990496825,12055.4501043243,11591.4418041916,,,
ADP-Ribose,C15 H23 N5 O14 P2,559.0717,6.93,20762-30-5,2328.96850470734,1977.57126630401,2000.42130469513,3424.54142048644,3575.06614805604,2258.46810317231,2207.70378639222,1428.07893814849,5457.262618515,3676.98074110411,2858.01252992247,1977.55802264404,1797.43221174621,2179.69546259308,9253.30887882994,3153.99448570253,1014.32165321349,3475.03514798736,1176.94781211089,1825.57294957733,2532.51431326294,241.887208557127,728.383771133422,1879.75569224549,5508.77818880463,1684.56254969025,2267.20630381776,4423.44574910735,662.279964569096,3041.54229348754,4804.2802315674,1667.60344660949,10323.7654280777,5115.41933560182,2206.36773182678,134.259229431151,4777.72429517367,120.136434516906,2083.12867351532,1887.25862838746,1002.60034187317,1792.98018451691,1119.35738071441,2592.10174346924,1595.6280639038,2457.89070327759,1006.7727344513,1126.65151172638,1877.23950248719,11896.553931221,241.423990631101,8480.80401049804,3094.02901226043,351.659661979672,574.326245651249,2436.66299407958,3675.19901293184,8405.16111129762,1378.01196228029,2397.50297689819,1391.18771203613,2906.9098050003,2361.34324310302,2715.38532826233,913.624717666628,5155.93729019928,2519.75111733245,5697.27344361116,450.49357555389,3142.2280048523,3338.54770436859,1250.56006263733,10529.6617848511,6344.15057168579,4362.31668164061,5059.45397573853,7921.63109409333,6485.61279711914,2287.9039567032,2419.37180980682,1508.58813095093,8701.95547737123,1847.21869558717,4074.78322373962,4980.303907547,2767.5122453308,,4883.96678575899,3883.67602589416,2080.17311843872,2557.9065133667,2396.05733436585,5748.81038668821,5680.2984464493,2386.94206855774,4544.61195458219,,,
